DATUM | TYP | VSTUPNI CENA | VYSTUPNI CENA | ZISK/ZTRATA USD | AKTUALNI BALANCE
2025-11-12 20:00:00+00:00 | LONG  | 101512.37 | 101944.16 |   363.18 USD | 72753.89 USD
2025-11-13 06:00:00+00:00 | SHORT | 103599.80 | 103692.09 |  -102.84 USD | 72651.05 USD
2025-11-13 16:00:00+00:00 | LONG  | 100566.23 | 98686.37 |  -544.88 USD | 72106.17 USD
2025-11-13 17:00:00+00:00 | SHORT | 99718.59 | 98650.99 |   943.33 USD | 73049.50 USD
2025-11-14 04:00:00+00:00 | LONG  | 97772.71 | 97249.41 |  -510.63 USD | 72538.87 USD
2025-11-14 11:00:00+00:00 | LONG  | 96073.06 | 95097.04 |  -544.04 USD | 71994.83 USD
2025-11-14 16:00:00+00:00 | SHORT | 97009.91 | 95129.74 |  1722.58 USD | 73717.41 USD
2025-11-15 03:00:00+00:00 | SHORT | 96333.92 | 96261.11 |    47.53 USD | 73764.94 USD
2025-11-15 04:00:00+00:00 | LONG  | 96067.68 | 96075.22 |   -14.89 USD | 73750.05 USD
2025-11-15 06:00:00+00:00 | SHORT | 96075.22 | 95836.66 |   206.78 USD | 73956.83 USD
2025-11-15 07:00:00+00:00 | SHORT | 96275.25 | 95783.80 |   449.72 USD | 74406.55 USD
2025-11-16 16:00:00+00:00 | LONG  | 94121.10 | 93961.40 |  -180.14 USD | 74226.41 USD
2025-11-16 18:00:00+00:00 | LONG  | 93961.40 | 94173.05 |   186.73 USD | 74413.14 USD
2025-11-16 19:00:00+00:00 | LONG  | 93939.06 | 93437.63 |  -518.83 USD | 73894.31 USD
2025-11-16 21:00:00+00:00 | LONG  | 93437.63 | 94238.80 |   769.83 USD | 74664.14 USD
2025-11-17 02:00:00+00:00 | SHORT | 94907.43 | 95072.11 |  -184.34 USD | 74479.80 USD
2025-11-17 04:00:00+00:00 | SHORT | 95072.11 | 95206.68 |  -154.12 USD | 74325.68 USD
2025-11-17 05:00:00+00:00 | SHORT | 95132.88 | 95657.49 |  -534.63 USD | 73791.04 USD
2025-11-17 07:00:00+00:00 | SHORT | 95657.49 | 95614.40 |    19.42 USD | 73810.46 USD
2025-11-17 17:00:00+00:00 | LONG  | 92683.47 | 91585.55 |  -553.58 USD | 73256.88 USD
2025-11-17 21:00:00+00:00 | LONG  | 91828.98 | 92068.99 |   217.36 USD | 73474.25 USD
2025-11-18 02:00:00+00:00 | LONG  | 90832.31 | 90046.19 |  -551.06 USD | 72923.19 USD
2025-11-18 03:00:00+00:00 | LONG  | 90708.10 | 90098.38 |  -546.92 USD | 72376.27 USD
2025-11-18 09:00:00+00:00 | SHORT | 91283.13 | 91444.86 |  -182.00 USD | 72194.27 USD
2025-11-18 11:00:00+00:00 | LONG  | 91444.86 | 91303.16 |  -161.49 USD | 72032.77 USD
2025-11-18 12:00:00+00:00 | SHORT | 91332.91 | 91438.27 |  -125.48 USD | 71907.30 USD
2025-11-18 13:00:00+00:00 | SHORT | 91303.16 | 92887.40 |  -539.30 USD | 71367.99 USD
2025-11-18 14:00:00+00:00 | SHORT | 91438.27 | 93389.55 |  -535.26 USD | 70832.73 USD
2025-11-18 16:00:00+00:00 | SHORT | 93389.55 | 93303.05 |    60.77 USD | 70893.50 USD
2025-11-18 19:00:00+00:00 | SHORT | 93052.44 | 92452.71 |   549.87 USD | 71443.37 USD
2025-11-19 05:00:00+00:00 | SHORT | 90238.94 | 91855.65 |  -535.83 USD | 70907.54 USD
2025-11-19 16:00:00+00:00 | LONG  | 89719.38 | 89156.01 |  -531.81 USD | 70375.74 USD
2025-11-19 19:00:00+00:00 | LONG  | 88828.66 | 90630.50 |  1763.30 USD | 72139.04 USD
2025-11-19 23:00:00+00:00 | SHORT | 91433.91 | 92471.30 |  -541.04 USD | 71597.99 USD
2025-11-20 01:00:00+00:00 | SHORT | 92471.30 | 92440.28 |     8.54 USD | 71606.53 USD
2025-11-20 02:00:00+00:00 | SHORT | 92599.00 | 92781.34 |  -197.74 USD | 71408.79 USD
2025-11-20 03:00:00+00:00 | SHORT | 92440.28 | 92524.62 |  -102.86 USD | 71305.93 USD
2025-11-20 04:00:00+00:00 | SHORT | 92781.34 | 91814.57 |   907.36 USD | 72213.30 USD
2025-11-20 05:00:00+00:00 | SHORT | 92524.62 | 92279.43 |   217.54 USD | 72430.84 USD
2025-11-20 16:00:00+00:00 | LONG  | 87709.10 | 86323.63 |  -543.23 USD | 71887.60 USD
2025-11-20 17:00:00+00:00 | LONG  | 87101.06 | 86746.91 |  -386.94 USD | 71500.67 USD
2025-11-20 18:00:00+00:00 | LONG  | 86323.63 | 86345.01 |     0.68 USD | 71501.35 USD
2025-11-21 02:00:00+00:00 | LONG  | 85403.73 | 85976.58 |   578.05 USD | 72079.40 USD
2025-11-21 07:00:00+00:00 | LONG  | 83816.34 | 82355.16 |  -540.60 USD | 71538.80 USD
2025-11-21 08:00:00+00:00 | LONG  | 83625.54 | 82619.28 |  -536.54 USD | 71002.26 USD
2025-11-21 15:00:00+00:00 | LONG  | 82816.71 | 84845.89 |  2153.33 USD | 73155.59 USD
2025-11-21 16:00:00+00:00 | LONG  | 84713.34 | 84512.42 |  -238.82 USD | 72916.76 USD
2025-11-21 17:00:00+00:00 | LONG  | 84845.89 | 84169.37 |  -546.88 USD | 72369.88 USD
2025-11-21 18:00:00+00:00 | LONG  | 84512.42 | 84510.88 |   -23.37 USD | 72346.52 USD
2025-11-21 19:00:00+00:00 | LONG  | 84169.37 | 85096.38 |   974.29 USD | 73320.81 USD
2025-11-21 21:00:00+00:00 | LONG  | 85096.38 | 85012.93 |  -111.87 USD | 73208.94 USD
2025-11-21 23:00:00+00:00 | SHORT | 85012.93 | 85010.11 |   -18.93 USD | 73190.01 USD
2025-11-22 00:00:00+00:00 | SHORT | 84689.82 | 84422.22 |   267.12 USD | 73457.14 USD
2025-11-22 01:00:00+00:00 | SHORT | 85010.11 | 84406.23 |   630.22 USD | 74087.36 USD
2025-11-24 20:00:00+00:00 | SHORT | 89143.74 | 88699.22 |   439.58 USD | 74526.94 USD
2025-11-24 21:00:00+00:00 | SHORT | 88823.08 | 88261.26 |   566.89 USD | 75093.82 USD
2025-11-26 19:00:00+00:00 | SHORT | 89989.76 | 90179.11 |  -220.04 USD | 74873.78 USD
2025-11-26 21:00:00+00:00 | SHORT | 90179.11 | 90522.23 |  -378.57 USD | 74495.21 USD
2025-12-01 00:00:00+00:00 | LONG  | 87154.76 | 86749.74 |  -455.08 USD | 74040.13 USD
2025-12-01 01:00:00+00:00 | LONG  | 87316.80 | 86397.48 |  -555.30 USD | 73484.83 USD
2025-12-01 02:00:00+00:00 | LONG  | 86749.74 | 85816.69 |  -551.14 USD | 72933.69 USD
2025-12-01 03:00:00+00:00 | LONG  | 86397.48 | 85975.17 |  -467.50 USD | 72466.19 USD
2025-12-01 04:00:00+00:00 | LONG  | 85816.69 | 86270.18 |   456.94 USD | 72923.13 USD
2025-12-01 11:00:00+00:00 | LONG  | 86227.58 | 86006.60 |  -255.48 USD | 72667.65 USD
2025-12-01 12:00:00+00:00 | LONG  | 85484.30 | 86161.53 |   697.81 USD | 73365.47 USD
2025-12-01 22:00:00+00:00 | SHORT | 86648.26 | 86500.19 |   134.71 USD | 73500.17 USD
2025-12-02 00:00:00+00:00 | SHORT | 86500.19 | 86583.20 |  -110.22 USD | 73389.96 USD
2025-12-02 03:00:00+00:00 | SHORT | 86956.07 | 86997.54 |   -65.77 USD | 73324.19 USD
2025-12-02 15:00:00+00:00 | LONG  | 90948.33 | 91497.43 |   531.37 USD | 73855.56 USD
2025-12-02 16:00:00+00:00 | SHORT | 90902.43 | 91862.98 |  -553.92 USD | 73301.65 USD
2025-12-02 17:00:00+00:00 | LONG  | 91497.43 | 91951.65 |   432.87 USD | 73734.52 USD
2025-12-02 18:00:00+00:00 | LONG  | 91862.98 | 91046.88 |  -553.01 USD | 73181.51 USD
2025-12-02 19:00:00+00:00 | LONG  | 91951.65 | 91613.00 |  -358.85 USD | 72822.65 USD
2025-12-05 13:00:00+00:00 | LONG  | 90573.91 | 90320.11 |  -276.92 USD | 72545.73 USD
2025-12-05 14:00:00+00:00 | LONG  | 90270.21 | 88878.69 |  -544.09 USD | 72001.64 USD
2025-12-05 15:00:00+00:00 | LONG  | 90320.11 | 89371.16 |  -540.01 USD | 71461.62 USD
2025-12-05 18:00:00+00:00 | LONG  | 89003.91 | 89336.24 |   312.10 USD | 71773.73 USD
2025-12-07 18:00:00+00:00 | SHORT | 91386.52 | 91456.53 |   -90.26 USD | 71683.47 USD
2025-12-07 19:00:00+00:00 | SHORT | 91367.99 | 90123.94 |  1198.54 USD | 72882.00 USD
2025-12-08 15:00:00+00:00 | LONG  | 90054.56 | 90282.96 |   209.19 USD | 73091.19 USD
2025-12-08 18:00:00+00:00 | LONG  | 89760.93 | 90736.68 |   971.25 USD | 74062.44 USD
2025-12-09 17:00:00+00:00 | SHORT | 93842.58 | 93815.16 |     4.83 USD | 74067.27 USD
2025-12-09 18:00:00+00:00 | SHORT | 93986.02 | 93102.77 |   847.85 USD | 74915.12 USD
2025-12-11 04:00:00+00:00 | LONG  | 90489.39 | 90317.07 |  -200.80 USD | 74714.31 USD
2025-12-11 13:00:00+00:00 | LONG  | 90096.82 | 89825.35 |  -303.81 USD | 74410.50 USD
2025-12-11 14:00:00+00:00 | LONG  | 89595.60 | 89662.63 |    47.26 USD | 74457.76 USD
2025-12-11 15:00:00+00:00 | SHORT | 89825.35 | 89994.72 |  -197.83 USD | 74259.94 USD
2025-12-11 20:00:00+00:00 | SHORT | 91813.82 | 92450.28 |  -556.95 USD | 73702.99 USD
2025-12-11 23:00:00+00:00 | SHORT | 92516.33 | 92131.15 |   361.46 USD | 74064.44 USD
2025-12-12 00:00:00+00:00 | SHORT | 91893.49 | 92582.34 |  -555.48 USD | 73508.96 USD
2025-12-12 02:00:00+00:00 | SHORT | 92582.34 | 92391.18 |   167.67 USD | 73676.63 USD
2025-12-12 15:00:00+00:00 | SHORT | 89817.98 | 90056.23 |  -266.39 USD | 73410.24 USD
2025-12-12 16:00:00+00:00 | SHORT | 89982.59 | 90354.39 |  -401.18 USD | 73009.06 USD
2025-12-12 17:00:00+00:00 | SHORT | 90056.23 | 90169.85 |  -137.05 USD | 72872.02 USD
2025-12-12 18:00:00+00:00 | LONG  | 90354.39 | 90212.93 |  -164.47 USD | 72707.54 USD
2025-12-12 19:00:00+00:00 | LONG  | 90169.85 | 90238.59 |    47.47 USD | 72755.01 USD
2025-12-13 17:00:00+00:00 | LONG  | 90065.72 | 90215.39 |   129.30 USD | 72884.31 USD
2025-12-14 11:00:00+00:00 | LONG  | 89386.75 | 89401.44 |    -6.90 USD | 72877.42 USD
2025-12-14 12:00:00+00:00 | LONG  | 89447.16 | 89109.39 |  -365.87 USD | 72511.55 USD
2025-12-14 13:00:00+00:00 | LONG  | 89401.44 | 89052.14 |  -375.89 USD | 72135.66 USD
2025-12-14 14:00:00+00:00 | LONG  | 89109.39 | 88704.85 |  -430.99 USD | 71704.67 USD
2025-12-14 15:00:00+00:00 | LONG  | 89052.14 | 88855.99 |  -218.93 USD | 71485.74 USD
2025-12-14 16:00:00+00:00 | LONG  | 88704.85 | 89028.46 |   304.54 USD | 71790.28 USD
2025-12-14 17:00:00+00:00 | LONG  | 88855.99 | 88605.05 |  -274.97 USD | 71515.32 USD
2025-12-14 22:00:00+00:00 | LONG  | 88380.98 | 88491.97 |    90.80 USD | 71606.12 USD
2025-12-15 16:00:00+00:00 | LONG  | 86324.31 | 86227.85 |  -121.50 USD | 71484.62 USD
2025-12-15 17:00:00+00:00 | LONG  | 85712.15 | 86203.12 |   490.40 USD | 71975.02 USD
2025-12-15 18:00:00+00:00 | SHORT | 86227.85 | 85892.36 |   328.45 USD | 72303.47 USD
2025-12-15 19:00:00+00:00 | SHORT | 86203.12 | 86236.47 |   -56.65 USD | 72246.82 USD
2025-12-15 21:00:00+00:00 | LONG  | 86236.47 | 86422.19 |   172.81 USD | 72419.64 USD
2025-12-16 00:00:00+00:00 | LONG  | 85874.70 | 85878.83 |   -17.38 USD | 72402.26 USD
2025-12-16 01:00:00+00:00 | LONG  | 85904.03 | 85837.78 |   -91.52 USD | 72310.74 USD
2025-12-16 02:00:00+00:00 | LONG  | 85878.83 | 85800.59 |  -104.04 USD | 72206.71 USD
2025-12-16 03:00:00+00:00 | LONG  | 85837.78 | 85996.99 |   145.75 USD | 72352.46 USD
2025-12-16 06:00:00+00:00 | SHORT | 86542.56 | 86234.78 |   299.94 USD | 72652.39 USD
2025-12-16 11:00:00+00:00 | SHORT | 87278.97 | 86548.97 |   737.78 USD | 73390.18 USD
2025-12-17 05:00:00+00:00 | LONG  | 86602.91 | 87032.38 |   432.91 USD | 73823.09 USD
2025-12-17 14:00:00+00:00 | LONG  | 89451.80 | 86909.44 |  -553.67 USD | 73269.41 USD
2025-12-18 13:00:00+00:00 | SHORT | 88797.29 | 88502.20 |   282.37 USD | 73551.79 USD
2025-12-18 18:00:00+00:00 | LONG  | 85972.55 | 84765.30 |  -551.64 USD | 73000.15 USD
2025-12-18 19:00:00+00:00 | SHORT | 84542.45 | 85600.07 |  -547.50 USD | 72452.65 USD
2025-12-19 05:00:00+00:00 | SHORT | 87048.69 | 87899.91 |  -543.39 USD | 71909.25 USD
2025-12-19 06:00:00+00:00 | SHORT | 87290.61 | 88097.65 |  -539.32 USD | 71369.93 USD
2025-12-19 07:00:00+00:00 | SHORT | 87899.91 | 88015.98 |  -139.22 USD | 71230.71 USD
2025-12-19 08:00:00+00:00 | SHORT | 88097.65 | 88237.09 |  -162.30 USD | 71068.41 USD
2025-12-22 20:00:00+00:00 | LONG  | 88403.32 | 88598.84 |   175.15 USD | 71243.56 USD
2025-12-22 21:00:00+00:00 | LONG  | 88231.48 | 88488.77 |   238.32 USD | 71481.87 USD
2025-12-23 06:00:00+00:00 | LONG  | 87352.96 | 87392.89 |    19.40 USD | 71501.27 USD
2025-12-26 00:00:00+00:00 | LONG  | 87041.66 | 89091.08 |  2082.94 USD | 73584.21 USD
2025-12-26 03:00:00+00:00 | SHORT | 88742.31 | 88942.38 |  -229.45 USD | 73354.77 USD
2025-12-26 15:00:00+00:00 | LONG  | 86991.42 | 87238.27 |   238.19 USD | 73592.96 USD
2025-12-26 16:00:00+00:00 | LONG  | 86831.45 | 87189.59 |   357.34 USD | 73950.30 USD
2025-12-28 18:00:00+00:00 | LONG  | 87537.07 | 87477.89 |   -84.68 USD | 73865.62 USD
2025-12-28 21:00:00+00:00 | LONG  | 87500.23 | 87830.12 |   325.95 USD | 74191.57 USD
2025-12-29 02:00:00+00:00 | LONG  | 89102.62 | 90100.41 |  1016.26 USD | 75207.83 USD
2025-12-29 05:00:00+00:00 | SHORT | 89927.69 | 89518.62 |   405.08 USD | 75612.90 USD
2025-12-29 10:00:00+00:00 | LONG  | 87678.95 | 87242.80 |  -492.83 USD | 75120.07 USD
2025-12-29 13:00:00+00:00 | LONG  | 87222.25 | 87636.62 |   423.56 USD | 75543.63 USD
2025-12-29 14:00:00+00:00 | LONG  | 87322.02 | 87538.17 |   211.09 USD | 75754.72 USD
2025-12-30 14:00:00+00:00 | SHORT | 88834.18 | 88672.23 |   149.90 USD | 75904.62 USD
2025-12-31 16:00:00+00:00 | LONG  | 87558.62 | 87575.08 |    -4.93 USD | 75899.69 USD
